,created_at,date,tweet
29,1649634601000.0,2022-04-10 16:50:01,$ETH: $3.11 - $34.11      $SOL: $0.00057         #SolanaNFTS: $0.91 - $4.22      $AVAX: $0.08      $FTM: $0.0038      $MATIC: $0.02      $BTC: $0.65      $XRP: 0.00000828      $XLM: $0.00000200      $ALGO: $0.0800
30,1649634587000.0,2022-04-10 16:49:47,@ElSantoCrypto @EverRise @RiseArmyLatino #EverRise $RISE @EverRise #HODL #AVAX #LFG
31,1649634564000.0,2022-04-10 16:49:24,@Beyond__Human #EverRise $RISE @EverRise #HODL #AVAX #LFG
32,1649634543000.0,2022-04-10 16:49:03,@Seth_Tech_Guru @RiseArmyLatino #EverRise $RISE @EverRise #HODL #AVAX #LFG
33,1649634518000.0,2022-04-10 16:48:38,@dom47194305 #EverRise $RISE @EverRise #HODL #AVAX #LFG
34,1649634499000.0,2022-04-10 16:48:19,@AdamEShelton #EverRise $RISE @EverRise #HODL #AVAX #LFG
35,1649634486000.0,2022-04-10 16:48:06,"Cheap #Crypto Coins Report!  🔴 Cheap 15m: $ENS, $AVAX, $RLC, $TLM 🟢 Cheap 1H: $BAND, $QTUM, $SRM, $RVN 🔵 Cheap 4H: $VET, $CELR, $OMG, $GMT 🟢 Cheap 1D: $ETC, $XRP, $CVC, $ATOM  #BTC #AltSeason  86273074"
36,1649634474000.0,2022-04-10 16:47:54,@0xThorgrin @PodPeopleAVAX @FrogFrens I will 👍 And I think it is a good decision to lower mint price to 0.5 avax and airdropping extra frens to the minters.
37,1649634468000.0,2022-04-10 16:47:48,@TheBlock__ @LFG_org This is great! $AVAX $LUNA 🤌💎
38,1649634447000.0,2022-04-10 16:47:27,@zombiestiltskin @keepitlunatic @PotluckProtocol @TheDanetron3030 @nekrofux Can we beat the Astrokid Avax mint time?! 🤣💊🍄🚀
39,1649634411000.0,2022-04-10 16:46:51,"@Bitso SOL, LUNA, AVAX, NEAR"
40,1649634385000.0,2022-04-10 16:46:25,1. $BTC: $42302.77 (-0.98%) 2. $ETH: $3224.62 (-1.07%) 3. $USDT: $1.00 (-0.00%) 4. $BNB: $420.22 (-1.40%) 5. $USDC: $1.00 (0.02%) 6. $SOL: $112.33 (-0.30%) 7. $XRP: $0.76 (-0.57%) 8. $ADA: $1.03 (-0.69%) 9. $LUNA: $93.11 (-3.01%) 10. $AVAX: $82.43 (-2.29%)
41,1649634368000.0,2022-04-10 16:46:08,@AvogeAVAX HOP IN THE $AVOGE WHIP CAUSE WE GOING 💯 ALL GAS NO BRAKES BABY TAKING OVER AVAX!!!!!
42,1649634351000.0,2022-04-10 16:45:51,@NonMaximalist 💯 Avax my fav
43,1649634329000.0,2022-04-10 16:45:29,@polar_nodes AAAAALLLLL ABBOOOAAARRRDDDD!!!!! the polar express is gonna be huuuuuuuuge!!!!!! #NFT #passiveincome #AVAX
44,1649634310000.0,2022-04-10 16:45:10,Hopper #237 - Common - has sold for 1.0 $AVAX!  https://t.co/NHgopotoTS  https://t.co/T5SOdg1HvC  🐸  #Avax #GameFi #NFTs  https://t.co/16R637kC5L  https://t.co/ZTkG7hcsdI
45,1649634308000.0,2022-04-10 16:45:08,@RiseArmyLatino @GreatMoonshot @EverRise #EverRise $RISE @EverRise #HODL #AVAX #LFG
46,1649634302000.0,2022-04-10 16:45:02,#Luna $93.33  $Luna #Avax $82.74  $Avax #Sol $112.53  $Sol
47,1649634298000.0,2022-04-10 16:44:58,@GreatMoonshot @EverRise #EverRise $RISE @EverRise #HODL #AVAX #LFG
48,1649634280000.0,2022-04-10 16:44:40,$FEG $ROX $USCT   #FEG is trending in the #USA on @coingecko   #ROX #USCT #SmartDeFi #Grafene #CoinGecko #Bitcoin #ETH #BNB #AVAX #FTM #MATIC #FEGbridge  https://t.co/2BL6LlJCMk
49,1649634265000.0,2022-04-10 16:44:25,@HolderOftheFire I’m liking Avax and Luna better than ETh now but let’s see what they roll out
50,1649634255000.0,2022-04-10 16:44:15,#AVAX BETWEEN 2 RANGES 👀👀 #BTC #bitcoin #crypto #defi #ftx #bnb  https://t.co/IdItrd17GU
51,1649634241000.0,2022-04-10 16:44:01,#NFT #AVAX  Free #NFT from @GorillaNodes  #RT + #like  Link :  https://t.co/1zOXenjYMz  https://t.co/Drf9JZ5Z4g
52,1649634212000.0,2022-04-10 16:43:32,🎮  #NFT-based #RPG @bold_point on #Avalanche is coming for #IDO   👉 Share awesome $BPT pool 🤑  #Defi #AVAX #Avalanche #GameFi   https://t.co/g5p5tNQ3KD
53,1649634203000.0,2022-04-10 16:43:23,#Giveaway   1 $egld and 2 NFTs  ✅Follow @boganhousenft  ✅Mint Bogan Skippy  https://t.co/8RizSaxIqg   🎁Winner is chosen from the holders  ⌛️48hours  #NFTdrops #NFTProject #NFTartists #NFTcollections #NFTCommmunity $WBTC $CAKE $MIOTA $FTT $AVAX $TFUEL $HT $LEO $RUNE $XTZ  https://t.co/8iAfOLctC6
54,1649634189000.0,2022-04-10 16:43:09,#XRP #BULL #AVAX @monther_ziad08  @wzeyad123 @FolksBlogger  @sii1o1
55,1649634178000.0,2022-04-10 16:42:58,Top 5 Mentions Updated Every 15 Minutes    [BETA STAGE] Except BTC and ETH      1- $AVAX:275540 point 🚀    2- $BADGER:199126 point 🚀    3- $DCR:193786 point 🚀    4- $JUV:193786 point 🚀    5- $NANO:193786 point 🚀
56,1649634162000.0,2022-04-10 16:42:42,@0xpandania @pandaniaNFT @Twitter #freepandania #Avax #Avalanche #Avalancheavax
57,1649634119000.0,2022-04-10 16:41:59,@SnakeHeadsNFT @SnakeHeadsNFT Definitely got this in the bag 😎 #Omnichain #LayerZero #ETH #BSC #Polygon #AVAX #Fantom #Arbitrum #FreeMint  https://t.co/YY1SXr3Q1Y
58,1649634112000.0,2022-04-10 16:41:52,"Emotions are a money killer  I prefer data science models, charts, &amp; data  It's why I've been an actuary all my life  $BTC #Bitcoin #crypto #cryptocurrency #altseason #altcoins #metaverse #NFTCommunity #NFTs #web3 $eth $bnb $xrp $ada $sol $luna $avax $doge $ape $shiba $hbar $one  https://t.co/f833LvhU99"
59,1649634068000.0,2022-04-10 16:41:08,あぶく銭入ったから、何買おっかな。 $AVAX と $sKUJI さんにするか AVAX はsubnet が量産される前に sKUJI はcross-chain 実装する前に入れておきたいよね。
60,1649634047000.0,2022-04-10 16:40:47,"↑ #CRAFT PRICE = 0,587461 Rank = #3,258 #AVAX = 141,64 $CRAFT 1D: +23.65% CHANGING = 23,37 ▁▃▅"
61,1649634032000.0,2022-04-10 16:40:32,"gn no-oners, what a day! 🪐  we are almost at 2k travelers here!  tmrw more to come!✨  #omnichain #NFT #layerzero #cc0 #0mnichain #eth #polygon #avax #bsc #ftm #NFTCommunity  https://t.co/bL7nanOGnS"
62,1649634022000.0,2022-04-10 16:40:22,"@BVManchester @scamproofwolf @Kadenaprince Trust me same here lol i regret not holding on to my kda and avax… i bought kda last year at 2$ and sold at 6, it went up to 27$ i bought avax at 14 sold at 18 and it skyrocketed to 170 lol 💔 im learning to hold to the projects I believe are legit."
63,1649634015000.0,2022-04-10 16:40:15,Liferium Ecosystem very soon 💥💥  $AVAX #Web3 #Solana #Cryptos  https://t.co/7tAiwUnPic
64,1649634010000.0,2022-04-10 16:40:10,Send $Avoge like $Croge gang. It’s tiiiiime for avax shenanigans
65,1649634009000.0,2022-04-10 16:40:09,@tinydinosnft Dinos being auctioned extremely CHEAP on avax   https://t.co/ybt9Sucm5t   https://t.co/ufl7imGfwS  The floor is 5 AVAX right now lol 7 hours left!!  #tinydinosnft #nft
66,1649634009000.0,2022-04-10 16:40:09,Binance - BTC Market #AVAX - Unusual selling activity 10.30 BTC in 1 minute (11%) P: 0.00194580 🔴 (0.69%) 24H Vol: 97.64 BTC
67,1649634002000.0,2022-04-10 16:40:02,For bsc  https://t.co/swsqDdsWyc for AVAX  https://t.co/HIjR8WIF8Y
68,1649634002000.0,2022-04-10 16:40:02,$ETH: $3.42 - $37.51      $SOL: $0.00057         #SolanaNFTS: $0.91 - $4.22      $AVAX: $0.08      $FTM: $0.0042      $MATIC: $0.02      $BTC: $0.65      $XRP: 0.00000828      $XLM: $0.00000200      $ALGO: $0.0800
69,1649633978000.0,2022-04-10 16:39:38,🚨 Market Move Alert on #AVAX🚨  This signal was detected 60 sec ago ! Stay tuned for more 🔥  #AVAX $AVAX  https://t.co/WbJ3pDv8j9
70,1649633966000.0,2022-04-10 16:39:26,@NonMaximalist $AVOGE is gonna be the first to make meme history on avax chain
71,1649633918000.0,2022-04-10 16:38:38,"@Father_Crypto @LinkDoodle420 @API3DAO @HeimdallLand @chainlink There are no price feeds from Chainlink on Avax is one of the reasons.   API3 integration on Avalanche was already there, and Airnodes is a good product to use for our purposes.   We're not saying we'd never use $LINK, though. But right now we're using API3 and it suits our needs"
72,1649633904000.0,2022-04-10 16:38:24,"So far nextprotocol project has been very interesting, constantly making improvements day by day. It seems the team is moving towards it’s the goal. $CAESAR #caesarfinance #AVAX #DeFi #defiyield #Yieldfarm #DEX #DeFiProject #HODL"
73,1649633897000.0,2022-04-10 16:38:17,"The project supported by experienced and highly qualified team, which in my opinion is able to bring the project to the highest level in the shortest possible time and I hope they succeed.  $CAESAR #caesarfinance #AVAX #DeFi #defiyield #Yieldfarm #DEX #DeFiProject #HODL"
74,1649633888000.0,2022-04-10 16:38:08,"↓ #ROCO PRICE = 0,54241 Rank = #3,170 #AVAX = 153,41 $ROCO 1D: +7.28% CHANGING = -5,03 ▅▃▁"
75,1649633885000.0,2022-04-10 16:38:05,on est entre 12 et 20% de ROE sur $avax en fonction de l’entrée si vous avez respecté mes entry price ce qui est très bien on rappelle qu’il n’y a pas de petits benefs. n’hésitez pas à cut vos positions et prendre vos benefs 💚  https://t.co/TNWKtQt6wp
76,1649633884000.0,2022-04-10 16:38:04,"#AVAX - short alert 💩🤦🏻  Exchange     : BINANCE Market         : $AVAX - $USDT Volume        : $1,017,404 Price            : $82.461  $BTC #BTC $ETH #ETH  https://t.co/JauQWsKYTk"
77,1649633882000.0,2022-04-10 16:38:02,"🚨[Volume alert ]  #Gate-Io-Futures $AVAX_USDT: 2,267.0 $AVAX traded at vwap: 82.33118 in the last 10 seconds which is 13.92 stdevs from mean. Buys: 800.0 Sells: 1,467.0"
78,1649633880000.0,2022-04-10 16:38:00,"🚨🚨🚨🚨🚨🚨🚨🚨🚨[Volume alert ]  #Binance Futures $AVAXUSDT: 58,624.0 $AVAX traded at vwap: 82.22461 in the last 10 seconds which is 21.38 stdevs from mean. Buys: 24,511.0 Sells: 34,113.0"
79,1649633873000.0,2022-04-10 16:37:53,Sweeping the floor even tho someone doesn’t want me to 👀 🇩🇴@MrWonderland21 @jonnyalgo Check out Cloudheadz no. 1035 on @0xCampfire  https://t.co/1AnQnEWXob #avax #Cloudheadz #dominicansincrypto
80,1649633855000.0,2022-04-10 16:37:35,"$AVAX Crowd-sourced alerts, ranking system, and get paid being a top contributor..........  https://t.co/RXnJ53tz6b"
81,1649633847000.0,2022-04-10 16:37:27,@rainascrdl @0xHerrCooles @avax @XariCazari @NFTrixyVixy @DraydenJaime
82,1649633827000.0,2022-04-10 16:37:07,so excited @NebulaNodes the transition to v2 went so smooth and now we can stake our $NEBU too. Look how hard this team has been working on new use cases. I’m bullish on this one. $AVAX #NodeArmy #Crypto #passiveincome #NodeLife #Nodes #AVAX
83,1649633825000.0,2022-04-10 16:37:05,Do you think the #Avalanche #Bitcoin bridge is a big deal? Do you think 🧐 it will bring new participants &amp; liquidity into the #avax ecosystem
84,1649633823000.0,2022-04-10 16:37:03,@tramutox I'm also holding bags of $AVAX and $SOL
85,1649633810000.0,2022-04-10 16:36:50,"@NonMaximalist Bring the fucking memes to Avax , finalllllllly …..rise my shitcoins  https://t.co/D4hyMzhGUL"
86,1649633800000.0,2022-04-10 16:36:40,For our early Numbers 🔢 300 Free Mints to be given Just Engage 🧵  -RT &amp; FOLLOW &amp; LIKE  -Drop your favourite number 🫶  #OmniChain #LayerZero #ETH #BSC #Polygon #AVAX #Fantom #Arbitrum #FreeMint #Layer0  https://t.co/pfMit4a1ZE
87,1649633735000.0,2022-04-10 16:35:35,"↑ #OIN PRICE = 0,152123 Rank = #943 #AVAX = 546,99 $OIN 1D: +15.09% CHANGING = 11,27 ▁▃▅"
88,1649633731000.0,2022-04-10 16:35:31,"📈 BTC, ETH, BNB, SOL, XRP, ADA, LUNA, AVAX, DOT, DOGE - News 📉  By @CraftyFin   https://t.co/aR2ePu5ZCz  #forex #StockMarket #investing  #crypto #trading #news #stocks  https://t.co/dAq0SsnaGr"
89,1649633715000.0,2022-04-10 16:35:15,"@Crypto__Diva I can't wait to put my skills to the test in #IDO @bold_point. All of the top P2E games are already there, so I'm hoping it will be on #AVAX"
90,1649633710000.0,2022-04-10 16:35:10,bought more $avax
91,1649633696000.0,2022-04-10 16:34:56,"↓ #ALEPH PRICE = 0,22887 Rank = #441 #AVAX = 363,57 $ALEPH 1D: +15.58% CHANGING = -7,39 ▅▃▁"
92,1649633627000.0,2022-04-10 16:33:47,@EffortCapital I like $Near but clearly it's second to $avax in terms of tech and decentralization.
93,1649633620000.0,2022-04-10 16:33:40,@genie_trades @AvaxFrogsFPC Joined in tge DC server 💥  DC - nihalsaleem#9049  @Nahalsaleem @theangelichaze  #AVAX #NFTs 🔥
94,1649633614000.0,2022-04-10 16:33:34,@dagg3rhigh Bruh mine is all $LINK and $AVAX shit
95,1649633608000.0,2022-04-10 16:33:28,"Invested serious money in July 2021, when the market was down. Invested in Eth, Luna, AVAX, Atom, Dot, Ftx, Solana, Grt. Did some nice money. Sold only partially before the september nuke. I wanted to sell all but didnt listen to myslef. Then my instinct told me to long the dip."
96,1649633579000.0,2022-04-10 16:32:59,@EnesAKARSU Avax bakarmısınız hocam
97,1649633542000.0,2022-04-10 16:32:22,@Cephii1 @Thorchain will add first $avax to it's EVM supported chain.  Time to load up!
98,1649633505000.0,2022-04-10 16:31:45,GM and congratulations to @Ahmet4h We will be DMing you shortly!  Want to try our pre-alpha game demo? Register today:  https://t.co/hXrt21FIx7  #ImperiumEmpires #Avalanche #Avax
99,1649633504000.0,2022-04-10 16:31:44,Weekly crypto market recap...  The headlines 📰 👑 SEC approves fourth #Bitcoin Futures ETF 🤝 Terra adds $100 million $AVAX to their reserves  Biggest movers 🚀 ⬆️ $MINA 15% ⬆️ $DOGE 8.2% ⬆️ $NEAR  8%  https://t.co/6ccupOKoSc
100,1649633482000.0,2022-04-10 16:31:22,@Minioncommunit It's a very wonderful project !!!! I feel avant-garde and sharpened sensibility!!!! I'm so happy if you give me this one i'm very very thankyou @shaalik_ @adamjou0611 @Gunsenjaya34  #tomb #Avax #tombforks #btc
101,1649633471000.0,2022-04-10 16:31:11,@CryptoGemsCom @bold_Point is coming shortly and perhaps on AVAX because of a collaboration between AvalaunchApp and @yay_ceo. I'm quite optimistic on #gamefi that is why I'm betting hard on @bold_point #tothemoon
102,1649633433000.0,2022-04-10 16:30:33,@VoyagerCool I have avax
103,1649633402000.0,2022-04-10 16:30:02,#Luna $93.59  $Luna #Avax $82.79  $Avax #Sol $112.42  $Sol
104,1649633401000.0,2022-04-10 16:30:01,$ETH: $4.73 - $51.83      $SOL: $0.00057         #SolanaNFTS: $0.91 - $4.22      $AVAX: $0.08      $FTM: $0.0041      $MATIC: $0.02      $BTC: $0.65      $XRP: 0.00000828      $XLM: $0.00000200      $ALGO: $0.0800
105,1649633395000.0,2022-04-10 16:29:55,"@avax_art @PicsBurger @metamorph_nft @metamorphed_art @Alteregopunks_ @AvaxGifts @avalancheavax @AvaxNFTs Sup, Nice project, do you also got a marketing deal from #digitalfever_io team? Just need to know your opinion about them before i hire them. Thanks"
106,1649633353000.0,2022-04-10 16:29:13,"@RoofHanzo BIDDING ETH, NEAR, AVAX AND SOL IN MAY AND THEN GET THE FUCK AWAY"
107,1649633349000.0,2022-04-10 16:29:09,I've been saying exactly this to anyone who advocates for Avax. Smart contract TPS doesn't matter if you have to run several p-chain and x-chain transactions just to stage your assets for c-chain and lose the often-inflated benefits of Avax consensus
108,1649633341000.0,2022-04-10 16:29:01,@RMoonOfficial @coinbase #AVAX
109,1649633323000.0,2022-04-10 16:28:43,@rainascrdl @0xHerrCooles @avax @NftsScott @CryptoStorm__ @Slayacillin
110,1649633296000.0,2022-04-10 16:28:16,Now imagine contemporary art pieces integrated into a play to earn ecosystem 🤯 #Soon   #KOTO on #AVAX
111,1649633279000.0,2022-04-10 16:27:59,🐜 Ant #4033 (uncommon) - Colony Stage: 10 - Sold for 0.35 AVAX. 🐜    https://t.co/H2lckQix99  https://t.co/yaANVuyxCT  https://t.co/ggIY6rHBZH
112,1649633272000.0,2022-04-10 16:27:52,📢 Hurry up soldiers💪 +100 free mints if we get 250 RTs in 45 minutes  from @SnakeHeadsNFT  #OmniChain #LayerZero #ETH #BSC #Polygon #AVAX #Fantom #Arbitrum #FreeMint #Layer0
113,1649633236000.0,2022-04-10 16:27:16,@rainascrdl @0xHerrCooles @avax @JDogNfts @Xcampos1990 @fh0798
114,1649633218000.0,2022-04-10 16:26:58,@polar_nodes 0.34 Avax to migrate 5 nodes. Is this a joke??
115,1649633163000.0,2022-04-10 16:26:03,@WRContest @AvaxShop #AVAX   @LloydMalagsic  @MicoSilot  @jibboy122   manifesting to win🚀🚀 manifesting to win🚀🚀 manifesting to win🚀🚀 manifesting to win🚀🚀 manifesting to win🚀🚀 manifesting to win🚀🚀  https://t.co/swHcGPhk2r
116,1649633162000.0,2022-04-10 16:26:02,🐜 Ant #4028 (common) - Colony Stage: 10 - Sold for 0.35 AVAX. 🐜    https://t.co/DrrN69iXm8  https://t.co/yaANVuyxCT  https://t.co/dFQGx9WrQ1
117,1649633143000.0,2022-04-10 16:25:43,Have fun staying poor  $ETH $AVAX $WAN $LINK $UNI  https://t.co/DQkDtH8luO
118,1649633131000.0,2022-04-10 16:25:31,"Rooting for $Avoge to pull it off. Cuz I been waiting a hot minute for meme season to come to $Avax.   I would imagine Avoki, and Avotama are on the way."
119,1649633121000.0,2022-04-10 16:25:21,"BTC: $42,310.05(-$226.96, -0.53%) ETH: $3,227.10(-$26.67, -0.82%) USDT: $1 BNB: $421.37(-$1.85, -0.44%) USDC: $1 SOL: $112.27(-$0.17, -0.15%) XRP: $0.76($0.00, -0.13%) ADA: $1.04(-$0.01, -0.81%) LUNA: $93.58(-$0.04, -0.04%) AVAX: $82.88(-$0.52, -0.62%)"
120,1649633107000.0,2022-04-10 16:25:07,"@addicted2krypto @polar_nodes What do you mean ""Migration is also being reimbursed by team""? Migration cost is +- 0.12 avax, does it mean i'll receive +- 3 Polar after i did it? I'm actually waiting for lower fees to do it, but if i got it back i'll do it right now"
121,1649633071000.0,2022-04-10 16:24:31,🐜 Ant #4024 (uncommon) - Colony Stage: 11 - Sold for 0.35 AVAX. 🐜    https://t.co/138llSEhyW  https://t.co/yaANVuyxCT  https://t.co/7jEf01jsoq
122,1649633069000.0,2022-04-10 16:24:29,"↓ #HON PRICE = 0,064548 Rank = #4,354 #AVAX = 1286,48 $HON 1D: -3.73% CHANGING = -5,07 ▅▃▁"
123,1649633031000.0,2022-04-10 16:23:51,.@chikn_nft  is the biggest in #avax. Just check out their medium  https://t.co/BClvRPz2RH.   #Roostr launches Apr 14.  If you are interested in crypto then check out what they got going.   See discord for more:  https://t.co/dMfHmvvWAx  https://t.co/HEGYGkMUoj
124,1649633018000.0,2022-04-10 16:23:38,@rainascrdl @cainconici111 @avax @kankalar00   @sananlar   @kankalar  done wish me luck 🍀
125,1649632994000.0,2022-04-10 16:23:14,@apa_nft Turn Your AVAX into APAs - APA Winfrey
126,1649632970000.0,2022-04-10 16:22:50,Congratz 微信账号apitrade on short position👏  ✅Symbol : $AVAX ✅ROE : %111.76 ✅Entry : 87.3844 ✅Exit : 82.76  Follow top ROI people realtime. Link on profile and pinned tweet $1INCH $ENJ $BAKE $EOS $UNI $REN $KNC $BAL $CELO $TLM $ZRX
127,1649632966000.0,2022-04-10 16:22:46,#NFT如何创业1.给大家分享个NFT创业平台，一键发NFT，无需懂code，属性自由合成，一键生成mint页面，自动化生成合约2.平时大家看到的很多缝合怪仿盘，这里都能找到3.成本最低199u，支持 $ETH  $SOL $AVAX $M…
128,1649632963000.0,2022-04-10 16:22:43,@rainascrdl @0xHerrCooles @avax @JoshHankez  @juristen34  @gmzligmz34
129,1649632956000.0,2022-04-10 16:22:36,@genie_trades No some avax…but that’s cool! 👍
130,1649632939000.0,2022-04-10 16:22:19,@0xminersfren Almost like swapping Avax to TUS. :D
131,1649632937000.0,2022-04-10 16:22:17,"↑ #MAN PRICE = 0,023821 Rank = #887 #AVAX = 3486 $MAN 1D: +2.55% CHANGING = 5,14 ▁▃▅"
132,1649632931000.0,2022-04-10 16:22:11,"↓ #WISE PRICE = 0,334823 Rank = #431 #AVAX = 248,01 $WISE 1D: -9.46% CHANGING = -6,46 ▅▃▁"
133,1649632930000.0,2022-04-10 16:22:10,$BTC: 42291.937 (-0.53%) $ETH: 3225.855 (-0.56%) $BNB: 420.786 (-0.58%) $SOL: 111.911 (0.89%) $XRP: 0.758 (-0.24%) $ADA: 1.038 (0.32%) $LUNA: 93.63 (-1.47%) $AVAX: 82.862 (-0.87%) $DOGE: 0.151 (5.1%) $DOT: 19.606 (0.15%)
134,1649632929000.0,2022-04-10 16:22:09,#EverRise $RISE  $0.001057 Δ +3.1% 🟢 $75.7M Market Cap +3.1% 51083 Hodlrs +0.1%  $0.001036 (#Eth) Δ +3.1% 🟢 $0.001132 (#BNB) Δ +2.2% 🟢 $0.001038 (#Polygon) Δ +3.5% 🟢 $0.001040 (#Ftm) Δ +4.7% 🟢 $0.001029 (#Avax) Δ +2.6% 🟢  🔐 $43.4M Staked TVL  $7.7M LP $2.0M Buyback  https://t.co/9lWOoXOiyQ
135,1649632921000.0,2022-04-10 16:22:01,"- $AVAX #AVAX   watching possible hs playing out, lose here and possible short opp to lower 70's lets see...  https://t.co/eLfMQok7TQ"
136,1649632911000.0,2022-04-10 16:21:51,"↑ #HCT PRICE = 0,013035 Rank = #2,174 #AVAX = 6370,54 $HCT 1D: -14.62% CHANGING = 5,11 ▁▃▅"
137,1649632888000.0,2022-04-10 16:21:28,"↓ #KLO PRICE = 0,111948 Rank = #3,104 #AVAX = 741,77 $KLO 1D: -5.88% CHANGING = -7,93 ▅▃▁"
