id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1511493859745755137,1511442939985027073,2022-04-05 16:59:53 Pacific Daylight Time,2022-04-05,16:59:53,-0700,15860666,krisnarenaldi,krisnarenaldi,,@VIVAcoid Tapi ga ada penyebab kuat buat amandemen,in,[],[],[],0,0,0,[],[],https://twitter.com/krisnarenaldi/status/1511493859745755137,False,,0,,,,,,,,"[{'screen_name': 'VIVAcoid', 'name': 'VivaCoid', 'id': '41730943'}]",,,,
1511493856982110208,1511290050256019457,2022-04-05 16:59:52 Pacific Daylight Time,2022-04-05,16:59:52,-0700,1178627661830049792,physicstheoory,❌,,@asumsico Lagi lagi lagi lagi lagi kayak gak ada yang lebih penting aja,in,[],[],[],0,0,0,[],[],https://twitter.com/physicstheoory/status/1511493856982110208,False,,0,,,,,,,,"[{'screen_name': 'asumsico', 'name': 'Asumsi', 'id': '829366551446818816'}]",,,,
1511493856814301184,1511493856814301184,2022-04-05 16:59:52 Pacific Daylight Time,2022-04-05,16:59:52,-0700,1422748322117287939,devicahyanti28,Devi Cahyanti,,Ada beberapa hal yang belum tersampaikan untukmu...  https://t.co/dWe5edVvNU,in,[],[],['https://pbs.twimg.com/media/FPnnpjiaUAE_-pz.jpg'],0,0,0,[],[],https://twitter.com/DeviCahyanti28/status/1511493856814301184,False,,1,https://pbs.twimg.com/media/FPnnpjiaUAE_-pz.jpg,,,,,,,[],,,,
1511493854209318913,1511493854209318913,2022-04-05 16:59:51 Pacific Daylight Time,2022-04-05,16:59:51,-0700,485725345,derartna,lagi buka PO cookies 🌼💜,,"bentar lagi ada di sini, batu pelangi 😬😆",in,[],[],[],1,0,0,[],[],https://twitter.com/derartna/status/1511493854209318913,False,https://twitter.com/btsbaragi_jk/status/1511472425002844162,0,,,,,,,,[],,,,
1511493853362417667,1511493853362417667,2022-04-05 16:59:51 Pacific Daylight Time,2022-04-05,16:59:51,-0700,1244113314398875649,subschfess,CURHAT? CEK PINNED TWIT,,"Sch! Guys ada yang lolos snmpn di politeknik negeri bali?  ✄・・・ 🧐 Trivia: Belalang terpanjang di dunia adalah belalang ranting Indonesia, panjangnya 33 cm!",in,[],[],[],3,0,0,[],[],https://twitter.com/subschfess/status/1511493853362417667,False,,0,,,,,,,,[],,,,
1511493853001379842,1511493853001379842,2022-04-05 16:59:51 Pacific Daylight Time,2022-04-05,16:59:51,-0700,1309162873625640960,pxtrickskid_,ᴅᴢᴋ,,"Long Distance Relationship   yang ""Setia"" akan kalah pada yang selalu ""Ada"". :')",in,[],[],[],2,1,5,[],[],https://twitter.com/pxtrickskid_/status/1511493853001379842,False,,0,,,,,,,,[],,,,
1511493852896677888,1511493852896677888,2022-04-05 16:59:51 Pacific Daylight Time,2022-04-05,16:59:51,-0700,1486711854164439047,adamt_aaatraq,Adam Turner,,"We're a proud sponsor of Team BRIT, who uniquely focus on bringing motor racing to those, regardless of their abilities.  #ADA #ADACompliance #ADAInsurance #DigitalInclusion #ADAProtection #TeamBRIT  https://t.co/T7CxUkfBsF",en,[],[],['https://pbs.twimg.com/media/FPnnpgFXMAULgAk.jpg'],0,0,0,"['ada', 'adacompliance', 'adainsurance', 'digitalinclusion', 'adaprotection', 'teambrit']",[],https://twitter.com/AdamT_AAAtraq/status/1511493852896677888,False,,1,https://pbs.twimg.com/media/FPnnpgFXMAULgAk.jpg,,,,,,,[],,,,
1511493852812972033,1511213429109178368,2022-04-05 16:59:51 Pacific Daylight Time,2022-04-05,16:59:51,-0700,1403878890552975360,cak_an6,JMS FC,,@Abaaah Oposisi ga ada yg punya stasiun TV,in,[],[],[],0,0,1,[],[],https://twitter.com/cak_an6/status/1511493852812972033,False,,0,,,,,,,,"[{'screen_name': 'Abaaah', 'name': 'Abah', 'id': '44295605'}]",,,,
1511493852435464193,1510957317189103617,2022-04-05 16:59:51 Pacific Daylight Time,2022-04-05,16:59:51,-0700,824859830,maulanarifaldy,Paldy,,"@Upil_Jaran2 Alhamdulillah saat ini di fase yg menurutku berat, masih ada orang"" terdekat yg support, dan ngeyakinin kalo hidup pasti ada ujiannya, kamu mau di naikkan derajatmu sama Allah, harus sabar",in,[],[],[],0,0,5,[],[],https://twitter.com/MaulanaRifaldy/status/1511493852435464193,False,,0,,,,,,,,"[{'screen_name': 'Upil_Jaran2', 'name': '𝖀𝖕𝖎𝖑 𝖏𝖆𝖗𝖆𝖓', 'id': '1500628066673909760'}]",,,,
1511493851449491456,1511265567684333569,2022-04-05 16:59:51 Pacific Daylight Time,2022-04-05,16:59:51,-0700,1140578493807259648,dikysmiting,yanto galon,,"@vaseyine @txtdarihaikyuu_ Cepet lari bang, ada wibuu kematiaan",in,[],[],[],0,0,0,[],[],https://twitter.com/dikysmiting/status/1511493851449491456,False,,0,,,,,,,,"[{'screen_name': 'vaseyine', 'name': 'Mora', 'id': '791131315'}, {'screen_name': 'txtdarihaikyuu_', 'name': '͏Ust.Kita Shinsuke', 'id': '1295927806816206849'}]",,,,
1511493850690322434,1511493850690322434,2022-04-05 16:59:50 Pacific Daylight Time,2022-04-05,16:59:50,-0700,1295825578549891072,sitihildayanti7,Hildaaa,,aaa seneng bgt happy end walaupun yang ditunggu2 itu ada wedding scene nya #BusinessProposalEp12 #imhyoseop #KimSejeong #SBS월화드라마  https://t.co/nbfGOyUx25,in,[],[],"['https://pbs.twimg.com/media/FPnnd5nVsAEjtbc.jpg', 'https://pbs.twimg.com/media/FPnnoisVkAQu2O-.jpg', 'https://pbs.twimg.com/media/FPnnpDTUYAQsJBY.jpg']",0,0,6,"['businessproposalep12', 'imhyoseop', 'kimsejeong', 'sbs월화드라마']",[],https://twitter.com/SitiHildayanti7/status/1511493850690322434,False,,1,https://pbs.twimg.com/media/FPnnd5nVsAEjtbc.jpg,,,,,,,[],,,,
1511493849281007621,1511486436947673088,2022-04-05 16:59:50 Pacific Daylight Time,2022-04-05,16:59:50,-0700,1251696064601616384,gggg_lv,念念不是鱼,,@Ada_loveU 妹妹早,ja,[],[],[],0,0,1,[],[],https://twitter.com/gggg_lv/status/1511493849281007621,False,,0,,,,,,,,"[{'screen_name': 'Ada_loveU', 'name': 'Ada🧸', 'id': '1333325379256410113'}]",,,,
1511493849117442049,1511493849117442049,2022-04-05 16:59:50 Pacific Daylight Time,2022-04-05,16:59:50,-0700,1511188726700916739,glitterpiie,Sasa:),,Ada yang mau dititipin menfess ke base kuning gak?,in,[],[],[],0,0,0,[],[],https://twitter.com/Glitterpiie/status/1511493849117442049,False,,0,,,,,,,,[],,,,
